Pesticides,Habitat,Climate,iter
0.03386208381036936,0.24582560307049892,0.7203123131191318,68
0.25373076316617504,0,0.746269236833825,69
0.34220513824095244,0,0.6577948617590476,70
0,0,1,71
0.4150931902194224,0.07233007595585382,0.5125767338247237,72
0.38878897404654333,0.0858155736521535,0.525395452301303,73
0.03303572538180618,0.0957090926752272,0.8712551819429666,74
0.07095856988507891,0,0.929041430114921,75
0,0.20077494045559477,0.7992250595444053,76
0,0,1,77
0.4313959737790351,0.1833059036578657,0.3852981225630993,78
0.025143017847284378,0.24972271251524125,0.7251342696374743,79
0.01818148592622593,0.27427000553078545,0.7075485085429887,80
0,0,1,81
0,0.08913014725713932,0.9108698527428606,82
0,0.5483814740636405,0.4516185259363596,83
0.05827139949775507,0.007847706539626425,0.9338808939626185,84
0.04491624253468741,0.354715689657944,0.6003680678073686,85
0.20941253084960842,0.15582989384183193,0.6347575753085597,86
0,0.36811401316266057,0.6318859868373394,87
0,0.03354848560220684,0.9664515143977932,88
0,0,1,89
0,0,1,90
0,0.06146272368391539,0.9385372763160845,91
0.16154299804183303,0,0.838457001958167,92
0,0,1,93
0.009448574807366163,0,0.9905514251926338,94
0.1669227646267668,0,0.8330772353732332,95
0,0.03750898821888954,0.9624910117811104,96
0.05200388099246204,0.21880907534890257,0.7291870436586355,97
0.6244314548339412,0.11695688483549684,0.25861166033056177,98
0,0,1,99
0,0.001654106374311261,0.9983458936256887,100
0.5351452419424091,0.08451259729070434,0.3803421607668865,101
0.19938511504326345,0,0.8006148849567366,102
0.21914982400241,0,0.7808501759975899,103
0,0.0212460396004269,0.9787539603995731,104
0,0.3072836631598564,0.6927163368401436,105
0.1686814913956824,0.11394343318255434,0.7173750754217633,106
0.36866418259924305,0,0.6313358174007568,107
0,0.33859436592327496,0.661405634076725,108
8.747192034343675e-5,0,0.9999125280796566,109
0,0.48342366635946693,0.516576333640533,110
0,0,1,111
0.1003233559227317,0.06610952293568235,0.833567121141586,112
0,0.4008014546519403,0.5991985453480596,113
0,0.2930342290521377,0.7069657709478623,114
0,0.16003230132661503,0.8399676986733849,115
0,0.2725789582374822,0.7274210417625178,116
0.1243230892703052,0,0.8756769107296949,117
0,0.16397810829915554,0.8360218917008444,118
0,0.02802171535340467,0.9719782846465953,119
0,0,1,120
0.3377736489775826,0.17131343730225915,0.49091291372015833,121
0,0,1,122
0.09956882549007907,0.27049612832418746,0.6299350461857335,123
0.21839851360198925,0.07006038978143711,0.7115410966165737,124
0.06275664588501102,0,0.9372433541149889,125
0,0.37451472437992583,0.625485275620074,126
0,0.3447231648724885,0.6552768351275116,127
0.14243854377842824,0.007086131411473195,0.8504753248100986,128
0,0.011880822506922182,0.9881191774930778,129
0,0,1,130
0.92490818217634,0,0.07509181782366012,131
0,0,1,132
0,0.4485445017553472,0.5514554982446528,133
0.08911806213055094,0.11233386915312354,0.7985480687163254,134
0,0.13061635094097482,0.8693836490590251,135
0.07683760447302086,0,0.9231623955269792,136
0,0,1,137
0,0.32428316885081254,0.6757168311491875,138
0.25042773719142913,0.12874218616078334,0.6208300766477876,139
0.038558198303145,0,0.961441801696855,140
0,0.2311573861734437,0.7688426138265563,141
0,0.5090352818297303,0.4909647181702696,142
0,0.4353702602905233,0.5646297397094767,143
0,0.23970898805694243,0.7602910119430576,144
0,0.8227937799094529,0.1772062200905471,145
0.19947336702619226,0.2984631453703503,0.5020634876034575,146
0.20159738669668445,0.08571525137393024,0.7126873619293853,147
0.23689402936909312,0,0.7631059706309068,148
0,0,1,149
0.08435834738388433,0.19065173101000393,0.7249899216061118,150
0,0.22944705935653786,0.7705529406434622,151
0,0.12235469107152112,0.8776453089284789,152
0.15097564635753677,0.03814168752581496,0.8108826661166483,153
0,0.1504898648165046,0.8495101351834954,154
0.19031668140189045,0.0865759437484493,0.7231073748496604,155
0,0.044801360511274514,0.9551986394887255,156
0,0.1870124464441431,0.812987553555857,157
0.5000571736764924,0,0.49994282632350767,158
0.3211346091270402,0.035613451505329886,0.6432519393676298,159
0.26843369070496054,0.16031175676075318,0.5712545525342864,160
0,0,1,161
0.11071833122835241,0.24053107650300212,0.6487505922686455,162
0,0.42477365769309755,0.5752263423069024,163
0.1209813094115458,0,0.8790186905884542,164
0,0.21854921661911267,0.7814507833808875,165
0,0.5866652612789702,0.4133347387210297,166
0,0.2669040784475034,0.7330959215524966,167
0.18983355607904698,0.16059563461876217,0.6495708093021909,168
0,0,1,169
0,0.29611731025570837,0.7038826897442917,170
0.3549664339696369,0.15808004600680078,0.48695352002356235,171
0.2526253806178812,0.04546112382233107,0.7019134955597878,172
0,0.7446023412622713,0.25539765873772863,173
0.14328991031215527,0.05624559255868669,0.800464497129158,174
0,0,1,175
0.16994647807293445,0,0.8300535219270656,176
0,0.40414196155221666,0.5958580384477834,177
0,0.2859221815841755,0.7140778184158244,178
0.11395909116075502,0,0.886040908839245,179
0,0.8247531458918311,0.17524685410816876,180
0.25567090185423946,0.36389925093453435,0.3804298472112263,181
0,0,1,182
0,0.25152048675887234,0.7484795132411276,183
0,0.01443064999684825,0.9855693500031518,184
0.4987667595044627,0,0.5012332404955374,185
0,0.13027383407290247,0.8697261659270976,186
0,0.3774653637520926,0.6225346362479073,187
0,0.0956583043730465,0.9043416956269535,188
0,0,1,189
0,0.024782019540747376,0.9752179804592527,190
0,0.2058557318718576,0.7941442681281425,191
0.039510186465970557,0,0.9604898135340294,192
0,0.39596007541276085,0.6040399245872392,193
0,0.1513481668770603,0.8486518331229397,194
0,0.6857034912378926,0.3142965087621074,195
0.2502220171482956,0.15692143421928403,0.5928565486324204,196
0,0.4784110496853858,0.5215889503146142,197
0.2559909642793434,0,0.7440090357206566,198
0,0.1371574276130444,0.8628425723869555,199
0,0.887296489141811,0.11270351085818894,200
0.2842212035763148,0.5798653843902369,0.1359134120334482,201
0,0.3486491761493731,0.6513508238506268,202
0,0,1,203
0,0.1171692142793611,0.8828307857206389,204
0,0,1,205
0.391025782389573,0,0.608974217610427,206
0,0.23537765645088102,0.7646223435491191,207
0.24678921140446416,0,0.7532107885955359,208
0,0,1,209
0.5021214663185561,0,0.4978785336814438,210
0,0.36839385937058006,0.63160614062942,211
0.3479762687723417,0.5282927235424008,0.12373100768525742,212
0.40559801353403424,0.20788743374200214,0.3865145527239636,213
0,1,0,214
0.07002920322354128,0,0.9299707967764587,215
0.23619122030385575,0.11433356422886455,0.6494752154672797,216
0,0.06584304650279796,0.9341569534972022,217
0,0.4416735971449671,0.5583264028550328,218
0,0,1,219
0.04098337899591546,0,0.9590166210040846,220
0,0.08510675251825027,0.9148932474817498,221
0.6502116422725388,0,0.3497883577274611,222
0.040675976045667306,0.4779311096821223,0.48139291427221026,223
0,0.30036580621816855,0.6996341937818313,224
0,0.21941556856990302,0.7805844314300969,225
0,0,1,226
0.14039540478801824,0,0.8596045952119817,227
0.5285870426135518,0.12992584714004565,0.3414871102464026,228
0.20014053736655546,0,0.7998594626334445,229
0,0.568626810240681,0.43137318975931904,230
0,0.17675927244396775,0.8232407275560323,231
0,0.07559492747682178,0.9244050725231783,232
0,0.4932875825176224,0.5067124174823775,233
0,0,1,234
0.15432105683047687,0.08814906526164999,0.7575298779078732,235
0.11555372513585042,0.36770362225907444,0.5167426526050751,236
0,0.3572325432505561,0.6427674567494438,237
0,0.43124957925967294,0.5687504207403271,238
0,0.3146388420222851,0.6853611579777149,239
0.08058725117407796,0.1707471380824834,0.7486656107434386,240
0,0.5593702879276752,0.44062971207232493,241
0.11389694539855308,0.1334814517738532,0.7526216028275937,242
0.28656476110754836,0.10362300624197733,0.6098122326504742,243
0.227382719554926,0.17579206737860448,0.5968252130664695,244
0.017370524718669404,0.020792953154073274,0.9618365221272573,245
0.09735820150270832,0,0.9026417984972916,246
0.6187858585048853,0.02408074278876852,0.35713339870634614,247
0.0411662323744589,0.4485203866783135,0.5103133809472277,248
0.7111625126576407,0,0.28883748734235926,249
0.2950269856212559,0.5063855101993217,0.19858750417942247,250
0,0.36387431744780585,0.6361256825521941,251
0,0,1,252
0.12044725975857234,0,0.8795527402414277,253
0,0,1,254
0.02009671093032994,0.28377119418733354,0.6961320948823365,255
0,0.3408545156378389,0.659145484362161,256
0,0.0011231159499980542,0.998876884050002,257
0.18986938942378614,0,0.8101306105762139,258
0.15437433561549724,0.6380107451818191,0.20761491920268363,259
0.16038200629584412,0.2946321473513543,0.5449858463528016,260
0,0,1,261
0,0.17564761760537942,0.8243523823946206,262
0,0.14408354779175964,0.8559164522082403,263
0.06948918047150145,0.18526399717095052,0.7452468223575481,264
0,0,1,265
0,0,1,266
0,0,1,267
0,0.07997901185461753,0.9200209881453825,268
0.21614120698696337,0.22452739651084122,0.5593313965021953,269
0.24861160922672085,0,0.7513883907732792,270
0,0,1,271
0.26912372167646287,0,0.7308762783235371,272
0.17606408384385508,0.48607888692659384,0.3378570292295512,273
0,0.5540804705977163,0.4459195294022838,274
0,0,1,275
0.6194605868586406,0,0.3805394131413593,276
0.15676174304877635,0,0.8432382569512237,277
0,0.987397270588733,0.012602729411267086,278
0,0.2769725649484356,0.7230274350515645,279
0.4406645747901695,0,0.5593354252098305,280
0.09219821271795141,0.036931711219632894,0.8708700760624157,281
0.02770347654736945,0,0.9722965234526306,282
0,0,1,283
0,0.061704943632312916,0.9382950563676871,284
0.11430022544072418,0,0.8856997745592757,285
0.04674301781604148,0.3347234092993299,0.6185335728846286,286
0.07809923636806602,0.05937370990083922,0.8625270537310947,287
0.399971729009269,0.10432984235298554,0.4956984286377455,288
0,0.16726263624372018,0.8327373637562798,289
0.9639902208816873,0,0.036009779118312685,290
0,0.008545506014339958,0.9914544939856601,291
0,0,1,292
0.36379296320682164,0,0.6362070367931785,293
0.08877499590858623,0.14544245614448365,0.7657825479469302,294
0,0.3927189787123355,0.6072810212876645,295
0.22908990831469378,0.03532505348944405,0.7355850381958622,296
0,0,1,297
0.1537992253976067,0,0.8462007746023933,298
0.004406135767821527,0,0.9955938642321785,299
0.16063603230869009,0.2505697830091067,0.5887941846822031,300
